,username,created_time,tweet_id,tweet, place
687,LouiseKlerks,Wed Oct 06 09:50:01 +0000 2021,1445687780185575434,"Melbourne artist Justin Hinder needs our help. You can buy a piece of his art via Instagram, see ‘utopianmel’ for a… https://t.co/kwri68cnoT","Melbourne, Victoria"
688,HumanePA,Wed Oct 06 09:50:02 +0000 2021,1445687787286454283,RT @FindingShelterA: HEY PENNSYLVANIA!!! Have you contacted your state legislators to ask them to support #VictoriasLaw or to thank them fo…,"Harrisburg, PA"
689,lizzybarker53,Wed Oct 06 09:50:03 +0000 2021,1445687792504217601,"RT @davidbewart: Shadow Attorney-General Tim Smith  6.10 21
"".  The premier of Victoria is under investigation by our anti-corruption commi…",Sydney
690,HelNonya,Wed Oct 06 09:50:04 +0000 2021,1445687794676879364,"RT @SamanthaRatnam: Today I'll be introducing a motion for an inquiry into the rise of the far-right in Victoria.

These groups are exploit…",
691,elliotherriman,Wed Oct 06 09:50:05 +0000 2021,1445687799491883008,"RT @QueerGamesFest: Congratulations to the winners of the 2021 Melbourne Queer Games Festival Silver Award!

Cover Me In Leaves
https://t.c…",she/her || melbourne!
692,Ozarchaeomaglab,Wed Oct 06 09:50:05 +0000 2021,1445687800045531145,"RT @Peter_Fitz: Just saw this grab on the Channel Nine news.
I profoundly disagree.
And I find the new Premier's view that the law requirin…","La Trobe University, Australia"
693,Katejavp,Wed Oct 06 09:50:06 +0000 2021,1445687803027677191,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Ormond
694,manic_kingdom,Wed Oct 06 09:50:07 +0000 2021,1445687808216092673,the erasure of Ethan from the lgbtq+ community is absolutely vile that's number one and number two you're so far up… https://t.co/UD6pZtRwNK,Poland
695,stuart_musgrave,Wed Oct 06 09:50:08 +0000 2021,1445687812628488195,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…","Melbourne, Australia"
696,McGregorGRose,Wed Oct 06 09:50:09 +0000 2021,1445687814373330953,RT @Kon__K: Melbourne residents were surprised to learn that a new record for days in lockdown set this week actually belongs to Australia’…,
697,netz_melb,Wed Oct 06 09:50:09 +0000 2021,1445687815480627209,"@AlboMP What about trains?

Can you please tell Victorian Labor premier Daniel Andrews to stop buying trains from C… https://t.co/WkJr7Py9t3","Melbourne, Australia"
698,clarimeztli,Wed Oct 06 09:50:09 +0000 2021,1445687816252321794,RT @reveriedoe: ଘ embody your inner 2000s - early 2010s victoria secret angel; a thread https://t.co/bjm3toUez1,h. 170 gw. 41
699,ReillyGillic,Wed Oct 06 09:50:10 +0000 2021,1445687820018880521,"RT @holland_tom: Twilight and evening bell,
      And after that the dark!
And may there be no sadness of farewell,
      When I embark...…","Edinburgh, Scotland"
700,JSA_10384,Wed Oct 06 09:50:11 +0000 2021,1445687822979981315,"@billbowtell Never heard of you before Covid, can’t wait not to hear from you after it. Move to Victoria you hack.","Sydney, New South Wales"
701,Eve5810,Wed Oct 06 09:50:11 +0000 2021,1445687823718178821,"RT @Damo__73_: @mrjoeaston @FrankKelly33 Joe, you do understand that if Gladys 'curtailed the liberties of the city’s residents' sooner the…",
702,GD_Fraser,Wed Oct 06 09:50:11 +0000 2021,1445687825114931203,"RT @evmulholland: “Melbourne’s Wilkinson-ratified hard lockdown, replete with its blanket curfew and its sacred ring of steel, has stamped…",BrisVegas
703,atticesoterica,Wed Oct 06 09:50:12 +0000 2021,1445687827199508483,"RT @libertysoap: Love Spell Handmade Soap, Victoria Secret Scent Soap, Cold Processed Soap, Girly Soap, Large Bar Body Soap, All Natural, B…","Abington, PA"
704,JBell100099,Wed Oct 06 09:50:12 +0000 2021,1445687828977893382,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Whadjuk Land 
705,CarolyneJackson,Wed Oct 06 09:50:14 +0000 2021,1445687834753454091,"RT @PeterSweden7: Italy is forcing all workers to have a covid passport on October 15.

Victoria in Australia will require all workers on t…",United Kingdom
706,Bloss55,Wed Oct 06 09:50:14 +0000 2021,1445687835420291079,RT @leonardjcohen: Like it!,Adelaide South Australia
707,ColinGWood1,Wed Oct 06 09:50:14 +0000 2021,1445687837945262086,"RT @MFWitches: Here’s another DM we got of #NewsCorpse papers in Hawthorn this arvo awaiting return to Murdoch’s headquarters.

Please take…",
708,roseyeliz1,Wed Oct 06 09:50:15 +0000 2021,1445687840843579392,"RT @davidbewart: Tim Smith has admitted he had ""no idea"" why he'd called for Dan Andrews to resign. #auspol","Launceston, Tasmania"
709,JacsMini,Wed Oct 06 09:50:16 +0000 2021,1445687843834118146,RT @ricklevy67: @davidbewart Shadow Attorney General @TimSmithMP urged Melbournians to hold illegal house parties for the AFL grand finals…,"Perth, Western Australia"
710,rescuehorseneah,Wed Oct 06 09:50:16 +0000 2021,1445687844219998212,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
711,TallRuss,Wed Oct 06 09:50:16 +0000 2021,1445687846870806528,"@alanstonier @DarrenPlymouth MEDICAL INDUSTRIAL COMPLEX
just got busted!!!
https://t.co/qeEdhO4nDm… https://t.co/fmouxsX9jI","Florida, USA"
712,tyrelle123,Wed Oct 06 09:50:18 +0000 2021,1445687852126248961,"RT @iliasofjohn: Some of the great people who built our Country.

And yet today, we have bafoons controlling our great State of Victoria.…",Australia
713,AussieVal10,Wed Oct 06 09:50:19 +0000 2021,1445687856744128522,"Common sense to stop food shortages

Scrap vaccine mandate, give meat workers choice of daily rapid test: union boss https://t.co/2zSR9YCa8Z","Victoria, Australia"
714,concern57866849,Wed Oct 06 09:50:19 +0000 2021,1445687857180385287,"RT @Enjoythe_Day: This GUY is once again the ""leader"" of the ""opposition"" - let that sink in! https://t.co/IFQ8h7kAqt",
715,davealexbrexit,Wed Oct 06 09:50:20 +0000 2021,1445687861072760832,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,"Hampshire, UK"
716,BankstownBoy64,Wed Oct 06 09:50:20 +0000 2021,1445687862607810568,RT @Brutus303: Congratulations  NSW.   This is what just became your Premier   😑🤢,Sydeney
717,joandjames,Wed Oct 06 09:50:21 +0000 2021,1445687865430528020,"RT @SarkySage: Victoria's law requires priests to report cases of abuse.

Here’s NSW Premier @Dom_Perrottet saying if it’s said in confessi…",Australia
718,portpower44,Wed Oct 06 09:50:24 +0000 2021,1445687879800295424,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",
719,danniyrj,Wed Oct 06 09:50:25 +0000 2021,1445687881914208265,"RT @ZaidZamanHamid: Melbourne is for Lease ... 

One of the main objectives of COVID lockdowns is to destroy small business..

The Globalis…",Pakistan
720,MorpheusBeing,Wed Oct 06 09:50:26 +0000 2021,1445687887807205383,"RT @baoyusi: @LibsVic Thanks for the heads up!

#DanForPM

You do realise that's the only way the Vic Libs have ANY chance of government in…",Gaia.
721,LilyGreenLily,Wed Oct 06 09:50:27 +0000 2021,1445687889577189386,"RT @slpng_giants_oz: In NSW over the past 7 days SEVENTY FOUR people died from covid.

The Murdoch mastheads paint Gladys Berejiklian as a…",
722,paulxl,Wed Oct 06 09:50:27 +0000 2021,1445687889736581129,@waffletaxi @VictoriaScone @dragraceukbbc She is. Victoria for me is one of those people who seems able to be friends with everybody.,Sevilla
723,Gjt95Trim,Wed Oct 06 09:50:27 +0000 2021,1445687890999058436,RT @leonardjcohen: Like it!,"Sydney, New South Wales"
724,lorelopes,Wed Oct 06 09:50:29 +0000 2021,1445687900771786752,"Just posted a photo @ Warragul, Victoria https://t.co/vFZduSvEpm","Salvador, Brasil"
725,ovadosepeace,Wed Oct 06 09:50:31 +0000 2021,1445687906429898761,RT @JailBre18534267: Australian compo show new Zealand's system broken Child sex abuse survivor wins payout after electric shock 'therapy'…,"melbourne, australia"
726,Humpty_Dumpdee,Wed Oct 06 09:50:31 +0000 2021,1445687908975853570,RT @RoostersLord: Labor Party Started in 1891 and will end in Victoria forever in 2022 #DanNext,"Melbourne, Victoria"
727,SusanHa35266766,Wed Oct 06 09:50:32 +0000 2021,1445687910296997898,"RT @davidbewart: Tim Smith has admitted he had ""no idea"" why he'd called for Dan Andrews to resign. #auspol",Port Macquarie NSW
728,atticesoterica,Wed Oct 06 09:50:32 +0000 2021,1445687912696143875,"RT @libertysoap: Love Spell Handmade Soap, Victoria Secret Scent Soap, Cold Processed Soap, Girly Soap, Large Bar Body Soap, All Natural, B…","Abington, PA"
729,danneral,Wed Oct 06 09:50:33 +0000 2021,1445687915346948097,"RT @EleftheriaElpis: Listen to this, know what you’re about to lose and it’s everything that makes you a free person

https://t.co/Rm9mE8gC…",Dystopia
730,lapauradeIbuio_,Wed Oct 06 09:50:35 +0000 2021,1445687925551734795,i’ve seen a lot of bad takes on here but this one might be the worst,23 • they/she • uk 
731,Bloss55,Wed Oct 06 09:50:39 +0000 2021,1445687941250969606,"RT @gabriellechan: Ok journos, listen up, we have 6 positions for state based reporters/correspondents across Victoria, NSW and Queensland.…",Adelaide South Australia
732,amyharlib,Wed Oct 06 09:50:43 +0000 2021,1445687957944340485,"RT @MichaelPSenger: Haunting full-color images of Warsaw in 1945.

Oh wait, no—this is Melbourne, Australia. In 2021.
https://t.co/lYABcLsm…",New York City
733,KPumpkin4,Wed Oct 06 09:50:45 +0000 2021,1445687967243112461,"RT @DarrenPlymouth: Teachers in Victoria, Australia, need to be vaccinated by the 15th October, or no job. Vaccinated teachers are needed t…",
734,Beth635137391,Wed Oct 06 09:50:46 +0000 2021,1445687969185026049,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",
735,Anthony64528315,Wed Oct 06 09:50:46 +0000 2021,1445687969726156800,"RT @PRGuy17: THEY'RE ON THE CASE... THE STAIRCASE: Vic Libs have become the butt of more jokes, this time on #QuestionEverythingAU where th…",
736,marieeandstuar2,Wed Oct 06 09:50:48 +0000 2021,1445687977754066946,"RT @AlexDGlengarry: Guardian AU is hiring and placing journos across Qld, NSW &amp; Victoria providing State based coverage incl politics. Grea…","Melbourne, Victoria"
737,Ratherbe_elswr,Wed Oct 06 09:50:50 +0000 2021,1445687986830462980,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",GunaiKurnai land. 
738,sviatlanaGuaido,Wed Oct 06 09:50:51 +0000 2021,1445687990047576070,"RT @MichaelPSenger: Haunting full-color images of Warsaw in 1945.

Oh wait, no—this is Melbourne, Australia. In 2021.
https://t.co/lYABcLsm…",El Salvador
739,PaulSpe13674058,Wed Oct 06 09:50:51 +0000 2021,1445687991511306245,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
740,MonikerErsatz,Wed Oct 06 09:50:52 +0000 2021,1445687996922019848,"RT @QueerGamesFest: Congratulations to the winners of the 2021 Melbourne Queer Games Festival Silver Award!

Cover Me In Leaves
https://t.c…",a floating city
741,Glasgow_Times,Wed Oct 06 09:50:52 +0000 2021,1445687997286871040,"You can now also listen to our brand new podcast Glasgow Food Chat on Spotify. 
In our first episode, we talk to th… https://t.co/9qanO849KQ",Glasgow
742,Humpty_Dumpdee,Wed Oct 06 09:50:53 +0000 2021,1445688001355419651,RT @merrick_ernie: Twelve year old Jackson Irvine saying he is going to play for Melbourne Victory one day. https://t.co/KDrAY3Nw42,"Melbourne, Victoria"
743,JasonSant10,Wed Oct 06 09:50:57 +0000 2021,1445688016463273991,RT @melaustours: Getting reports that dan Andrews could be gone by this weekend,
744,betszim1,Wed Oct 06 09:50:57 +0000 2021,1445688016891043844,RT @bill_dobell: Calling on the Governor of Victoria to dissolve the Victorian Parliament - Sign the Petition! https://t.co/v4wJUqEMz6 via…,Australia
745,flossyflange,Wed Oct 06 09:50:58 +0000 2021,1445688021278359562,"RT @duncan_james66: @flossyflange It's bullshit over here
#auspol 
https://t.co/k5CTmGjIl0",England
746,SabsSabb,Wed Oct 06 09:50:58 +0000 2021,1445688022922514436,"Don’t worry, #blackrock coming to buy off the whole building, and next is the vaccinated people’s homes because the… https://t.co/p0wCXUc257",
747,NeighbourhoodBk,Wed Oct 06 09:51:00 +0000 2021,1445688030598074372,@vic_reader @paperback_books @BBoundbks Oh Kylie! Angel of Melbourne’s lit-system xx,79 High Street Northcote 3070
748,SusanHa35266766,Wed Oct 06 09:51:01 +0000 2021,1445688034561642499,"RT @PRGuy17: DAN ANDREWS up now, reporters again begging him to speak on behalf of IBAC (a big no no). He's having none of this rubbish, gr…",Port Macquarie NSW
749,TheGlobalHerald,Wed Oct 06 09:51:03 +0000 2021,1445688040156917771,Growing concerns #Victoria’s health system isn’t prepared to reopen | COVID-19 | 9 News #Australia -… https://t.co/8hECYwOAAK,
750,Doc38099701,Wed Oct 06 09:51:03 +0000 2021,1445688043088723975,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
751,Bryce_B,Wed Oct 06 09:51:05 +0000 2021,1445688051255025665,RT @RoostersLord: Labor Party Started in 1891 and will end in Victoria forever in 2022 #DanNext,"Melbourne, Australia"
752,MP_melbourne,Wed Oct 06 09:51:07 +0000 2021,1445688058620223489,"RT @LouiseKlerks: Melbourne artist Justin Hinder needs our help. You can buy a piece of his art via Instagram, see ‘utopianmel’ for artwork…",37 Swanston St Melbourne  
753,LodleLive,Wed Oct 06 09:51:08 +0000 2021,1445688062738980873,RT @sophieelsworth: 3183 new Covid-19 cases in Victoria in the last two days. #covid19au,"Brisbane, Australia"
754,GoddoG_668,Wed Oct 06 09:51:08 +0000 2021,1445688064601325572,"""Last year, against the variant from Wuhan, lockdowns &amp; masks proved highly effective in Victoria.""?
2020 #COVID19… https://t.co/1qwjDQoe1v","Earth, Milky Way Galaxy."
755,tommydoubleyoo,Wed Oct 06 09:51:09 +0000 2021,1445688068812333058,"RT @WfA_Mersey_CP: Thankfully the weather has improved so great cycling to be had at #Widnes Victoria Park

12 noon - 3pm 
First session fr…",Liverpool
756,BixValue,Wed Oct 06 09:51:09 +0000 2021,1445688069433167875,"RT @colourmeamused_: Portugal, Spain, even Germany despite lower vaxx rates than we have here. And the worst part is buying into the vaccin…",
757,Adem_Flok,Wed Oct 06 09:51:11 +0000 2021,1445688073900019718,"RT @sumeyyailanbey: Scrap vaccine mandate, give meat workers choice of daily rapid test: union boss https://t.co/oaFlE8VU9M",
758,titidine,Wed Oct 06 09:51:11 +0000 2021,1445688073816133639,RT @MidiaVjn: 💙Victoria Justice! https://t.co/oLfgChRiEt,
759,PplJustLikeUs,Wed Oct 06 09:51:13 +0000 2021,1445688082599014403,RT @MyFirstCousin: Did the Morrison/Frydenberg government sponsor the Melbourne riots to discredit the CFMEU?,"Sydney, Australia"
760,IanHanke,Wed Oct 06 09:51:15 +0000 2021,1445688093055479822,"RT @sumeyyailanbey: Scrap vaccine mandate, give meat workers choice of daily rapid test: union boss https://t.co/oaFlE8VU9M",Australia
761,DaveSandtoft,Wed Oct 06 09:51:17 +0000 2021,1445688098927620096,RT @suzseddon: And still nobody mentions it on MSM.,
762,HelloNiceWorld2,Wed Oct 06 09:51:19 +0000 2021,1445688110252052495,‘He stabbed me’: Melbourne baker speaks after being victim to unprovoked attack https://t.co/vfXkk1JO3V,United States
763,RobertSchnibly,Wed Oct 06 09:51:20 +0000 2021,1445688115373297677,RT @Claireholmes37: Congratulations NSW on spreading your virus to both Victoria and New Zealand,Australia
764,Will84988733,Wed Oct 06 09:51:22 +0000 2021,1445688120314249226,"RT @duncan_james66: @flossyflange It's bullshit over here
#auspol 
https://t.co/k5CTmGjIl0",UK
765,Commoncents21,Wed Oct 06 09:51:22 +0000 2021,1445688122436587524,"RT @PRGuy17: THEY'RE ON THE CASE... THE STAIRCASE: Vic Libs have become the butt of more jokes, this time on #QuestionEverythingAU where th…",Australia
766,BeachHodler,Wed Oct 06 09:51:22 +0000 2021,1445688123787079682,"RT @TasosManiatis1: Wonder how true this is, hold the line Victoria!!👇👇👇👇👇👇👇👀👀👀👀👀 https://t.co/B8AlyYGpYT",
767,anon65328,Wed Oct 06 09:51:23 +0000 2021,1445688126794436620,"RT @GemmaTognini: ""...British doctors are now predicting that deaths caused by the lockdowns themselves will end up outnumbering the saved…",
768,CrossingTheTyne,Wed Oct 06 09:51:25 +0000 2021,1445688132712599554,"RT @mortymortisha: @TheSandK Queen Victoria's monument in Tynemouth yesterday, photo shared from Philip Richardson. The boat is about to co…","River Tyne, Engand"
769,Higgo74,Wed Oct 06 09:51:25 +0000 2021,1445688134272835589,"Sometimes my girlfriend likes to google my name to see what I'm up to. 
I'm watching Midnight Mass, Victoria, and I… https://t.co/wbce14kqHL",Melbourne
770,SeanTho98192182,Wed Oct 06 09:51:26 +0000 2021,1445688137020153856,RT @Amaralee23: Melbourne is dead! https://t.co/z5e8kFciQr,Ireland
771,BartropJonathan,Wed Oct 06 09:51:27 +0000 2021,1445688143206707206,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",hill top nsw
772,JazzcoRadio,Wed Oct 06 09:51:27 +0000 2021,1445688143949099012,"#nowplaying Brian Simpson - It's All Good
Listen at https://t.co/oQwYgPUX8C
https://t.co/GUaLmuSjC3
#smoothjazz #fusion #cooljazz #chill",Melbourne Australia
773,Katejavp,Wed Oct 06 09:51:27 +0000 2021,1445688144259551245,"RT @SandroDemaio: Massive shoutout to the 95,600 CHAMPS across Victoria who got vaccinated yesterday. More than 1% of the entire state’s po…",Ormond
